"group","WATER_2006","APR_MAY_07","SUMMER_07"
4,25,3,17
4,22,9,17
4,73,17,30
4,35,4,15
1,48,15,34
4,71,19,39
4,34,9,29
4,59,13,24
4,29,7,16
2,38,4,26
4,76,8,31
4,93,9,20
4,48,6,33
4,30,12,26
4,38,4,22
2,29,11,20
2,47,7,16
4,65,13,32
1,41,12,25
2,122,13,33
4,52,17,39
3,86,18,58
4,60,23,120
2,36,10,13
4,24,9,19
1,72,22,46
4,41,27,75
1,32,8,23
2,25,6,46
4,47,10,30
4,47,20,1
1,50,16,23
4,55,15,29
4,42,13,23
4,38,2,1
4,43,8,15
4,24,7,13
3,59,20,30
4,26,8,19
1,116,24,72
4,61,7,34
4,44,13,130
4,33,6,12
4,30,3,2
4,72,21,47
3,79,24,71
2,44,2,12
4,37,14,38
4,115,32,98
1,31,11,23
2,103,23,84
1,33,11,27
4,78,24,55
4,31,9,21
2,39,17,19
4,58,20,35
1,99,45,69
4,21,6,17
4,192,46,150
4,123,50,119
1,37,11,19
4,84,15,58
4,56,16,39
4,57,12,21
4,58,7,19
4,33,5,20
3,43,9,24
4,33,0,12
4,45,14,34
4,65,13,21
4,47,22,28
2,29,8,14
1,34,17,33
4,20,11,34
4,20,5,13
4,41,13,33
3,77,18,45
4,50,12,29
4,72,16,49
4,52,6,28
4,37,9,17
4,36,14,35
2,32,10,22
4,29,8,27
4,29,13,38
4,37,7,21
4,28,9,19
3,25,8,18
4,92,18,50
3,42,2,13
4,25,9,32
4,49,7,40
4,29,9,20
4,28,9,22
4,70,26,84
4,50,10,34
1,50,18,38
3,33,8,20
4,30,8,17
4,66,11,47
1,25,10,19
3,48,15,28
4,67,17,68
4,57,6,20
4,22,8,15
3,43,11,29
1,40,13,28
4,20,5,13
4,25,9,22
4,32,9,20
1,312,114,228
4,32,14,33
4,24,10,19
4,41,15,43
4,48,11,31
3,37,13,39
4,42,13,34
4,31,43,52
3,104,20,62
4,28,11,34
4,43,12,23
4,137,27,60
4,204,27,170
4,34,8,33
4,108,22,67
4,34,11,26
1,35,11,23
4,86,49,153
3,82,9,18
4,47,25,55
4,42,15,29
4,126,18,66
4,65,14,24
4,572,25,48
4,106,27,73
4,82,23,60
3,158,44,89
4,26,18,35
1,26,7,13
4,28,8,18
4,65,28,35
2,61,18,37
4,151,7,86
4,32,7,21
4,34,10,18
3,27,15,30
4,61,31,40
4,51,15,30
4,41,12,22
4,80,15,36
4,82,15,40
1,204,74,101
4,99,31,61
4,62,19,34
4,91,7,52
4,87,18,60
2,108,33,85
3,55,10,33
3,104,30,93
1,61,16,39
4,179,44,153
1,60,13,33
4,31,11,22
4,202,64,179
1,27,4,11
4,36,10,18
4,38,9,12
4,48,16,27
4,29,9,17
4,44,18,34
4,30,9,20
1,125,30,71
1,137,28,67
4,57,6,31
4,34,7,20
4,92,19,47
4,165,20,84
3,36,23,22
4,322,10,17
4,53,7,22
4,48,14,28
4,110,16,46
1,53,13,31
2,33,18,40
4,55,20,31
1,51,12,22
4,72,11,42
4,42,15,27
2,100,30,68
4,113,30,85
1,47,1,31
4,46,18,19
4,54,8,23
4,96,30,77
2,128,20,43
2,43,12,26
4,25,7,25
3,130,23,68
4,65,33,60
2,186,19,75
2,132,42,129
4,317,11,16
2,124,42,105
1,147,36,70
2,265,66,194
1,72,21,34
4,61,16,30
4,53,14,26
4,54,25,49
1,99,15,40
4,132,42,77
4,130,27,43
4,90,30,98
4,208,37,121
2,80,40,48
2,84,11,38
4,50,11,66
4,46,12,24
4,47,35,69
3,43,1,24
1,37,21,26
4,45,12,30
1,124,20,40
4,87,22,50
4,60,7,32
3,62,24,42
4,26,12,21
2,39,10,21
4,159,18,82
2,56,15,26
4,214,6,45
4,53,12,46
4,38,9,11
4,24,6,11
1,81,19,39
3,54,5,27
4,52,20,38
4,24,6,14
1,30,8,21
2,49,11,16
4,41,5,24
3,27,7,14
4,43,15,21
4,66,26,66
4,35,15,30
4,26,6,20
4,39,11,26
4,34,9,16
4,48,13,31
4,77,27,44
4,46,11,25
4,31,22,36
4,32,8,21
4,39,14,29
4,49,12,38
4,80,7,34
1,36,11,14
4,38,9,17
4,23,8,16
4,41,13,27
1,52,11,35
4,41,26,21
4,90,13,35
4,49,9,16
3,132,23,73
4,48,11,31
2,58,17,24
4,39,8,18
3,42,14,19
2,78,24,87
3,64,11,27
3,86,17,39
1,25,4,14
4,75,21,37
2,34,9,20
4,56,30,12
4,27,9,18
4,58,8,17
2,113,31,68
4,115,9,22
4,43,13,36
2,45,14,19
4,52,27,51
3,40,10,24
1,46,8,23
3,41,13,23
4,46,21,44
4,35,10,28
4,23,0,12
4,37,16,26
4,71,3,48
4,44,11,24
1,27,6,24
3,44,10,22
4,105,31,62
1,112,45,81
4,55,13,30
4,47,20,42
4,31,9,21
2,91,39,23
4,59,8,21
3,36,9,16
4,43,10,26
4,36,11,36
4,42,0,0
3,80,25,33
4,59,22,84
1,51,8,26
4,64,11,35
3,53,16,32
4,32,11,16
4,33,11,35
4,41,6,12
4,76,17,29
4,54,11,24
4,99,21,61
4,34,21,26
4,66,15,66
4,32,11,26
3,69,15,27
4,296,15,34
4,63,15,32
2,90,41,63
4,47,14,35
4,44,13,43
4,46,10,22
4,36,10,25
2,75,6,7
4,31,5,31
4,55,16,43
4,77,17,58
3,30,5,26
4,168,40,88
3,26,8,11
2,41,16,30
3,45,16,27
4,136,26,96
4,39,14,32
4,61,18,23
4,40,13,26
4,70,9,18
4,56,17,40
4,26,6,15
4,150,13,27
4,243,71,132
1,46,19,22
1,45,8,19
1,131,18,76
4,66,25,42
1,37,13,25
4,28,6,12
4,23,7,13
4,58,18,56
4,68,22,31
4,107,11,23
4,29,10,25
3,69,19,77
4,62,17,48
2,61,16,32
3,47,15,47
4,52,11,26
4,41,7,15
4,26,8,18
1,28,8,14
4,32,12,27
4,78,17,50
4,86,8,35
3,69,8,32
1,60,6,30
1,44,12,26
4,73,11,46
2,25,6,18
4,42,13,48
2,61,10,23
4,55,11,21
4,66,25,66
1,56,15,38
4,53,20,41
4,30,7,33
4,57,17,9
4,77,17,27
4,47,6,30
4,62,12,45
4,44,9,28
4,27,6,19
2,48,22,75
4,89,16,19
4,42,11,28
4,64,13,26
4,31,9,25
4,101,34,117
4,38,7,27
2,64,18,61
4,78,10,35
2,38,6,20
4,112,39,76
2,46,8,25
4,89,15,45
4,29,6,18
2,39,12,27
4,40,8,16
4,30,7,24
4,43,8,23
3,142,26,70
2,29,9,21
3,40,8,22
4,24,4,20
3,34,7,20
3,34,9,22
1,176,35,93
4,48,11,28
1,62,9,23
4,46,7,48
4,189,48,99
1,29,8,22
3,70,44,102
4,141,9,80
3,52,17,52
3,38,11,57
4,102,31,98
1,65,14,44
4,53,17,41
4,30,8,27
1,40,10,34
4,136,42,121
4,38,7,25
1,64,16,46
3,70,14,46
4,130,26,61
4,153,37,133
4,31,23,102
4,27,8,23
4,35,11,11
4,82,18,70
4,66,19,76
4,38,16,40
4,93,14,31
4,52,8,39
2,55,13,33
4,32,8,22
4,41,8,34
1,85,18,60
4,46,14,32
4,148,21,98
4,147,34,54
4,93,14,70
4,50,11,28
4,44,10,26
3,52,11,38
2,53,11,28
4,34,12,25
2,41,6,18
1,112,19,90
4,74,10,42
4,101,28,95
4,70,21,59
4,54,10,143
1,92,25,53
4,98,26,70
4,57,20,66
4,88,13,61
4,52,14,41
2,106,5,46
4,67,16,71
3,75,10,41
4,71,15,56
2,24,4,9
4,128,27,75
4,130,10,69
2,45,13,40
3,28,10,25
4,45,11,27
4,40,11,28
4,47,4,18
4,28,6,11
4,25,10,19
4,64,11,40
4,44,10,22
4,70,18,53
3,36,5,16
4,126,32,76
4,29,7,18
3,54,7,20
4,59,11,29
4,57,11,29
1,30,7,21
3,68,15,26
2,23,7,20
4,28,7,32
4,60,18,52
4,46,10,24
4,48,5,15
4,29,10,22
4,52,10,31
4,24,5,11
4,60,15,39
4,33,6,18
4,64,15,53
4,49,13,61
4,32,4,17
4,33,6,17
4,100,14,34
4,42,8,18
4,49,9,27
1,33,10,25
4,31,5,22
4,34,30,52
4,35,8,21
1,90,12,44
1,23,5,11
4,51,10,21
4,50,18,48
1,43,9,25
4,42,9,24
1,37,8,54
4,26,13,23
4,34,10,27
4,49,24,69
4,44,13,26
4,28,8,33
4,38,10,28
4,28,13,26
1,32,5,12
2,32,14,28
4,73,18,45
4,37,1,11
4,30,10,25
4,56,16,25
4,110,24,44
1,44,9,33
4,47,11,27
1,38,10,19
4,26,8,16
4,31,9,23
4,32,10,36
4,107,29,95
4,59,20,50
4,39,13,45
4,102,41,100
3,61,30,60
4,41,10,37
4,54,14,30
4,43,9,27
4,35,12,31
4,45,25,30
4,75,9,60
1,34,17,39
3,85,17,43
3,27,8,27
4,39,13,25
4,27,5,16
4,39,6,26
4,44,12,36
2,53,12,29
2,24,13,22
2,42,1,14
4,52,3,13
4,74,14,54
1,30,6,18
3,29,7,14
4,25,9,21
4,190,32,89
4,29,8,20
4,47,16,44
4,51,9,29
4,34,11,22
4,43,13,34
4,20,7,22
2,50,11,38
4,49,16,39
4,28,10,23
4,23,6,24
4,64,12,57
4,42,23,58
4,28,7,15
4,30,9,30
1,26,3,7
4,38,11,23
1,58,15,41
3,117,34,74
4,28,11,29
3,57,26,41
3,65,19,44
3,52,12,45
4,34,16,28
1,27,9,19
4,51,11,32
4,29,0,13
4,26,11,25
4,45,12,22
2,29,10,23
4,28,9,22
3,47,16,25
4,48,7,55
4,95,13,52
4,23,6,16
4,29,8,20
4,38,10,28
4,58,27,121
4,44,1,3
4,45,19,42
2,72,14,61
4,159,27,85
4,62,20,47
4,42,9,29
1,44,15,30
4,28,8,16
1,53,9,27
4,26,8,13
4,50,10,46
2,35,8,19
4,31,10,21
1,40,9,16
4,38,9,17
1,25,15,18
1,44,14,40
1,105,43,88
2,73,24,23
4,54,15,20
4,43,12,24
4,52,3,28
4,33,6,16
1,43,9,15
4,84,21,48
4,44,14,30
1,27,9,23
4,25,16,17
4,47,14,28
4,41,16,23
2,42,8,21
4,58,13,29
2,44,11,24
4,84,114,170
2,24,3,10
3,45,13,31
4,43,12,61
4,62,13,34
4,55,11,34
4,39,8,15
4,43,14,27
4,30,10,20
1,77,11,30
4,52,13,21
4,55,12,29
2,20,19,38
2,29,7,12
4,42,10,34
4,25,13,27
4,74,11,27
3,33,14,31
4,76,22,26
4,38,11,26
1,31,10,22
4,30,10,23
4,50,13,26
4,28,6,20
3,65,12,32
2,49,7,24
2,60,20,34
3,60,12,16
4,77,19,34
4,87,21,55
4,39,10,26
4,75,11,24
4,88,35,53
2,101,27,55
4,33,10,24
4,101,14,43
2,40,9,30
4,33,7,12
4,33,9,19
4,35,4,9
4,36,9,22
4,85,27,42
4,39,13,7
2,29,7,15
3,62,13,19
4,28,7,17
4,23,5,10
4,33,15,26
4,124,30,80
4,41,16,42
4,92,32,48
4,38,13,29
4,113,16,70
1,51,19,39
4,186,32,145
4,73,21,58
4,59,14,28
4,103,34,86
3,31,10,31
3,73,21,69
4,121,20,58
1,46,9,21
4,41,5,26
4,26,9,18
4,35,10,18
4,23,6,17
2,37,13,20
4,56,17,41
4,33,11,18
1,113,29,90
3,70,18,40
4,78,13,36
4,31,16,23
4,36,10,27
3,30,10,15
4,36,16,26
4,47,10,24
4,32,10,21
4,58,14,47
4,126,41,54
4,44,8,28
2,62,11,28
4,26,10,16
2,38,13,13
4,35,8,23
2,32,7,18
4,47,15,28
2,33,26,15
4,70,18,29
4,49,6,13
3,32,6,10
2,31,11,22
1,65,24,53
1,65,13,28
2,87,11,29
4,46,16,21
3,41,13,25
4,30,10,21
4,97,19,37
3,116,17,93
4,60,10,25
1,133,31,73
4,36,7,11
2,51,15,33
4,25,5,14
4,40,6,16
3,29,7,20
4,59,14,43
4,28,12,25
4,72,13,18
3,25,4,9
4,60,15,36
3,39,17,29
4,31,24,28
4,40,11,35
2,68,2,53
4,38,12,24
4,29,11,22
4,47,16,30
4,64,27,65
4,47,11,19
3,28,11,17
2,41,12,18
1,28,14,17
4,39,16,38
4,40,10,27
4,48,10,28
4,32,10,18
4,63,19,55
4,38,10,52
4,40,15,29
4,73,22,45
4,26,10,22
4,35,10,17
3,64,20,41
4,66,16,44
3,51,9,23
3,46,6,25
1,161,39,115
4,67,14,48
3,28,7,15
3,28,10,22
4,36,8,20
1,109,17,32
2,78,17,28
3,23,11,27
4,44,11,35
4,27,11,18
4,62,15,31
4,77,21,81
4,45,13,40
4,70,21,25
4,89,26,56
2,80,11,71
4,34,8,20
2,66,28,110
3,25,15,21
4,46,11,42
4,36,13,32
3,51,15,30
4,103,27,80
4,96,50,88
4,54,15,37
4,84,27,57
4,62,20,30
4,58,11,27
1,65,7,35
4,54,5,12
1,89,30,101
2,64,18,30
1,33,13,22
4,26,6,25
4,49,15,36
4,132,30,90
4,41,16,30
4,34,9,17
1,52,13,28
4,96,20,117
4,35,18,24
4,61,20,34
4,79,27,71
4,61,15,37
3,57,21,47
4,106,39,83
2,65,13,33
4,30,10,19
2,38,11,23
4,56,16,37
4,40,13,25
4,65,16,62
4,154,49,118
4,51,16,62
4,83,15,99
4,26,7,15
4,40,6,33
4,42,12,35
2,46,15,25
1,41,13,18
4,86,20,66
4,24,5,14
4,51,16,59
3,49,12,19
2,40,13,31
2,55,19,46
4,27,8,18
4,47,11,20
4,31,13,18
4,34,11,22
1,31,6,7
4,24,6,16
3,51,10,11
4,24,8,17
4,27,9,23
1,60,30,48
4,25,5,9
4,66,16,42
4,24,10,13
4,45,9,32
1,49,13,24
4,44,20,32
1,58,19,49
1,24,8,15
4,62,7,15
1,56,12,22
3,56,18,36
2,75,18,80
4,44,9,18
4,52,31,64
4,67,10,65
4,47,8,18
4,27,9,5
2,37,8,19
4,41,10,22
4,31,8,27
2,38,11,21
3,25,9,17
4,33,15,19
4,47,15,34
4,44,15,30
2,30,8,17
4,37,10,14
2,73,16,28
1,25,3,4
2,56,19,27
4,42,14,15
4,68,21,48
4,24,8,14
1,40,16,29
2,28,6,2
4,36,13,18
2,32,13,19
1,43,11,21
4,57,18,36
4,44,18,26
1,33,5,24
1,39,14,28
4,44,14,29
4,83,15,53
4,44,9,17
4,53,36,40
4,56,29,26
4,41,13,14
4,32,2,14
4,43,2,21
4,124,27,73
4,150,17,16
4,53,13,30
1,45,15,35
4,52,24,27
4,80,10,39
4,56,16,26
3,34,7,15
4,60,17,45
4,37,7,21
4,69,23,35
4,27,10,11
4,29,9,20
4,123,15,45
3,52,11,31
4,115,43,73
4,83,17,37
4,31,9,20
4,78,21,56
2,79,18,48
4,63,9,13
4,43,15,24
4,31,11,19
4,56,19,35
1,31,9,17
1,173,17,23
4,33,15,23
4,65,19,31
4,74,8,60
4,102,51,104
4,81,38,75
4,63,19,48
3,49,14,23
4,60,19,59
2,146,14,70
4,29,7,11
4,29,8,14
4,80,16,59
4,157,31,104
4,150,28,92
4,50,17,27
4,75,22,27
3,78,25,85
4,23,7,12
2,33,11,27
2,96,8,52
4,55,13,36
4,64,37,44
3,35,11,22
1,42,10,27
4,114,18,81
4,52,8,51
2,163,33,85
3,101,33,53
3,45,13,29
4,58,17,37
4,88,19,61
4,49,17,40
4,76,18,51
4,26,7,15
2,33,4,14
4,56,20,38
4,42,16,25
4,95,16,55
4,28,9,13
4,102,27,94
4,28,9,17
3,61,12,32
1,42,21,49
4,39,15,25
4,38,11,19
4,30,12,90
1,54,10,20
3,103,22,64
4,120,36,75
3,27,5,32
4,67,19,40
4,57,17,58
4,110,18,81
4,85,39,62
4,35,17,24
4,53,11,19
4,43,9,22
1,39,5,31
4,119,24,103
2,38,12,25
1,51,18,32
4,81,24,47
4,36,10,15
4,53,20,53
4,35,12,20
4,50,9,45
4,70,13,54
2,29,7,18
4,106,12,97
4,130,28,96
4,102,24,60
4,41,21,59
4,72,17,52
4,53,21,42
4,146,32,70
3,186,39,79
4,78,16,40
4,41,11,24
4,116,54,95
4,103,19,76
4,88,28,87
3,52,17,29
3,87,27,49
3,95,29,88
1,48,17,35
4,76,23,49
4,72,26,58
1,126,20,70
4,73,16,36
4,228,28,113
2,57,13,31
1,128,42,101
4,55,14,34
4,154,22,93
4,51,8,63
4,69,24,83
4,76,16,44
4,63,33,89
4,32,10,5
4,67,22,51
3,65,23,43
4,116,24,40
3,66,18,50
2,80,21,45
3,170,21,92
2,38,13,36
4,39,16,26
4,31,19,31
4,112,23,54
2,52,11,39
3,69,15,42
4,43,19,40
4,87,25,66
4,92,31,47
4,83,21,48
2,73,16,46
4,52,20,33
4,32,11,0
4,78,18,63
4,53,7,39
4,57,8,28
1,118,24,55
4,50,20,70
4,92,33,63
4,111,26,71
1,70,29,89
4,83,17,47
3,108,35,66
4,64,18,37
4,45,7,23
4,62,22,37
1,49,14,29
2,69,25,29
4,99,28,80
4,137,45,102
4,58,14,25
2,65,12,34
4,56,7,15
2,99,21,44
3,83,35,47
4,48,10,24
4,36,9,20
4,48,8,19
4,30,9,10
1,27,14,16
4,24,5,18
4,31,8,23
4,33,11,21
4,28,11,27
4,37,8,23
2,56,18,36
4,26,8,41
2,29,5,12
4,58,12,21
4,22,4,14
1,67,19,23
4,74,19,23
4,49,12,37
4,53,19,40
3,24,9,15
4,65,17,49
4,33,8,30
2,58,20,29
4,21,5,11
4,55,9,26
4,28,8,18
4,40,12,31
3,39,11,33
4,33,9,18
4,65,24,30
2,48,11,26
4,65,26,49
3,30,10,20
4,32,8,18
4,38,12,21
3,26,5,15
1,38,7,29
1,85,9,14
4,32,10,26
1,49,4,15
1,27,11,18
4,26,7,9
4,39,11,28
3,73,13,33
2,72,25,49
4,49,7,19
1,36,8,16
1,31,9,20
4,63,17,30
2,24,5,13
4,53,10,35
4,46,8,21
1,35,11,28
4,22,8,14
4,23,3,26
4,65,20,45
4,107,43,39
4,20,4,27
4,27,6,20
2,36,7,50
3,24,8,16
4,44,16,24
2,23,6,7
1,66,21,30
4,28,7,9
2,45,13,25
4,20,5,12
3,26,8,12
2,45,9,18
2,75,17,40
1,24,7,13
4,30,15,26
4,20,6,16
2,49,11,22
1,56,11,20
4,40,13,25
4,29,9,17
4,85,24,52
1,37,16,33
4,22,4,16
4,35,10,22
3,35,9,18
4,97,15,49
4,24,7,16
4,31,10,20
4,25,11,23
4,27,8,13
4,44,13,22
4,51,14,27
4,81,3,9
4,21,7,13
3,29,7,17
4,81,18,34
1,26,7,17
4,45,21,41
4,36,13,25
4,48,16,25
4,35,9,22
4,28,9,18
3,24,11,7
4,32,13,30
1,82,17,38
4,158,7,15
4,58,17,31
2,39,7,26
4,61,7,50
2,25,9,14
4,41,11,25
3,36,19,45
4,41,11,19
1,29,7,15
4,92,26,61
4,81,10,27
3,45,12,26
3,31,8,18
4,49,9,39
2,50,18,31
2,79,36,51
4,31,14,28
4,52,12,18
3,44,18,27
4,38,8,21
3,98,33,57
4,28,9,18
4,39,13,13
4,60,21,2
4,60,13,35
2,71,22,45
4,81,38,53
4,46,8,25
4,26,6,12
4,22,7,31
4,62,14,40
2,50,14,25
4,57,8,20
4,27,10,17
4,35,12,24
1,27,10,18
4,21,7,9
4,27,8,16
1,44,8,13
2,30,5,25
4,35,4,8
4,54,14,26
4,38,12,28
4,42,17,26
2,36,11,28
4,32,21,23
4,43,5,19
4,50,13,29
1,56,16,33
1,111,19,86
4,178,16,54
4,21,6,11
4,70,16,104
4,47,14,41
1,51,15,20
3,56,9,28
4,33,8,21
3,71,25,76
4,21,7,14
2,47,21,25
4,125,32,95
2,36,8,14
4,67,13,34
4,44,11,35
4,22,4,8
4,50,16,51
4,74,20,54
4,29,5,24
4,37,9,22
4,49,13,43
3,22,3,6
4,30,9,22
4,77,20,26
4,126,26,26
1,41,13,29
4,86,27,66
4,54,20,31
4,235,54,148
4,79,24,59
4,27,9,19
4,56,9,48
3,32,4,15
1,103,20,99
4,41,13,22
3,51,15,25
3,49,15,32
2,50,12,26
3,111,18,67
1,87,20,87
4,84,20,62
4,32,7,26
2,37,9,23
4,71,12,44
2,49,12,38
4,82,15,49
4,65,19,28
4,51,13,32
4,54,9,29
4,99,21,56
4,84,19,41
1,141,31,157
4,68,12,46
4,31,4,18
4,47,12,30
2,160,47,96
4,45,11,18
4,74,20,43
4,72,17,47
4,47,15,30
2,49,13,27
4,39,9,24
4,95,24,69
4,38,7,22
1,60,17,33
4,66,18,36
4,56,14,25
4,188,44,112
4,55,14,45
2,87,12,38
2,114,44,109
4,57,18,43
4,51,13,34
4,27,7,8
4,23,9,20
4,42,14,26
4,34,13,26
4,36,16,40
2,33,12,37
3,56,14,28
4,133,30,56
1,62,21,27
3,45,8,17
4,39,15,31
3,40,5,14
1,39,10,18
2,44,15,36
2,24,12,14
4,40,19,37
4,43,14,27
4,26,5,9
4,22,7,9
3,44,8,31
4,20,12,27
4,35,9,20
2,26,5,14
4,60,12,39
4,21,6,12
3,72,10,20
4,32,13,32
4,67,13,29
4,20,9,15
4,29,10,28
4,83,40,48
4,34,7,19
4,25,7,9
1,45,19,34
3,36,9,18
3,70,14,33
4,41,12,25
2,53,12,32
4,25,7,16
4,23,8,20
2,26,6,16
2,30,15,20
4,27,9,43
4,37,8,18
3,37,10,23
4,51,13,32
4,26,6,15
1,47,14,28
4,53,9,19
4,60,16,33
4,23,8,20
3,29,11,19
2,26,8,49
4,76,25,46
3,39,13,29
3,47,10,25
4,26,7,19
4,33,12,8
4,99,22,96
4,27,16,39
4,25,8,13
4,24,7,13
4,54,12,33
4,68,16,32
4,40,5,11
2,67,18,37
4,48,12,20
4,34,9,18
4,135,22,43
4,81,10,24
4,26,9,14
4,24,7,16
4,31,12,22
2,44,11,27
3,24,13,16
2,88,19,48
4,93,22,75
2,88,22,36
1,110,19,58
1,135,30,79
4,33,7,21
4,74,27,52
2,61,7,16
4,39,13,25
1,53,14,30
4,26,10,23
4,64,12,26
4,51,12,26
4,50,13,35
4,68,30,46
4,208,1,0
3,23,6,14
4,61,5,19
4,34,9,21
4,25,7,11
4,65,23,41
4,30,7,15
4,40,8,15
4,32,7,18
4,39,7,4
4,53,9,29
4,46,15,37
4,73,15,23
2,39,16,31
4,39,13,26
1,24,7,15
4,36,10,24
2,82,15,22
2,57,13,33
4,30,6,21
2,50,14,35
4,27,10,16
3,37,14,22
3,56,2,8
4,28,10,20
4,41,13,27
4,28,8,21
4,43,16,36
4,62,22,43
4,37,11,46
4,50,12,31
4,66,12,24
4,112,11,57
3,29,11,17
4,35,11,24
2,37,14,24
4,41,18,24
4,38,14,25
4,48,12,22
4,25,6,13
4,43,7,17
3,51,13,25
1,28,6,16
4,27,12,18
2,39,8,14
4,26,5,16
4,81,32,63
2,31,8,14
4,60,26,60
4,49,16,37
4,39,16,27
4,57,21,18
2,37,5,18
4,25,7,25
1,31,9,17
3,32,14,23
4,25,7,8
4,55,23,41
4,37,5,30
1,24,9,23
4,27,13,39
3,29,11,17
1,78,27,42
4,39,9,14
4,43,9,17
3,58,26,48
4,77,31,60
4,53,15,29
1,95,35,60
4,46,13,27
4,68,14,25
3,73,23,61
2,34,9,73
4,41,11,11
4,28,6,19
4,27,10,27
4,38,2,9
1,39,11,23
3,24,8,14
4,33,9,20
4,63,6,33
4,75,21,42
4,32,9,12
4,31,9,23
4,32,11,22
4,147,0,9
4,31,9,27
1,48,23,32
4,48,13,31
3,84,14,22
4,23,4,7
4,34,11,22
4,35,12,28
4,36,15,27
4,52,12,32
4,66,13,23
4,63,21,32
4,48,13,32
4,52,13,31
4,44,9,24
4,55,10,26
4,28,20,40
4,22,1,33
1,72,21,49
1,52,11,24
3,54,22,32
2,34,8,18
4,27,12,14
4,56,15,37
4,41,15,26
2,39,8,18
2,56,12,32
1,70,12,24
4,40,13,25
2,69,18,34
4,44,13,32
4,46,12,38
4,25,6,11
2,27,11,53
1,46,5,9
3,125,27,64
1,49,10,30
4,57,9,22
4,28,8,19
4,52,16,35
3,34,11,25
4,74,9,18
2,40,12,13
1,26,5,12
2,80,18,45
4,34,8,17
3,35,10,24
4,46,21,34
4,81,8,24
4,36,14,24
4,102,11,66
4,24,7,12
4,32,9,20
4,67,13,27
3,65,18,33
4,49,19,37
1,59,18,36
1,54,17,34
4,34,12,23
4,25,13,24
4,37,13,21
4,62,22,46
4,23,2,25
1,25,6,15
2,45,13,35
4,58,6,39
3,34,9,27
4,61,10,23
4,41,10,21
4,24,4,29
4,25,9,18
4,69,17,43
3,27,13,25
4,48,16,51
2,52,11,33
3,57,13,10
2,24,9,16
4,45,8,4
4,48,11,26
4,25,7,15
1,65,13,33
4,27,9,18
4,139,30,71
1,44,14,36
4,46,12,30
4,62,23,45
4,36,46,104
4,36,8,18
4,59,9,25
4,75,23,55
4,25,5,5
4,28,11,26
4,39,2,26
3,47,14,24
1,42,6,41
3,50,14,23
4,67,18,75
4,53,14,31
2,41,14,28
2,91,33,98
4,38,16,22
1,32,11,17
1,150,51,93
1,121,40,75
2,119,27,65
1,61,22,43
4,91,18,49
4,87,23,83
4,97,25,62
2,37,13,25
3,39,13,4
4,81,19,94
4,32,11,23
4,30,8,18
4,34,9,19
4,46,6,15
4,55,19,33
4,23,5,9
3,33,15,22
4,63,11,24
3,28,13,20
4,39,12,25
1,55,6,17
4,69,19,33
3,60,16,28
1,29,9,21
4,70,20,43
4,30,8,25
4,59,22,68
4,27,6,18
2,142,32,83
4,40,9,21
4,29,9,16
4,126,33,90
1,40,12,29
1,77,25,53
1,89,25,122
4,111,17,51
4,24,9,19
1,63,21,52
3,68,14,33
4,137,42,84
4,84,15,32
4,53,12,36
4,42,12,23
4,64,21,45
1,139,35,76
4,23,8,55
4,55,13,33
4,28,25,26
4,117,11,48
4,28,4,11
2,41,10,13
4,109,39,82
3,161,22,93
4,143,42,90
1,27,8,10
1,73,4,85
4,31,7,21
3,46,15,20
2,49,8,18
4,28,0,0
4,62,16,38
4,67,14,51
2,38,12,27
4,32,10,17
4,48,12,22
1,35,7,27
3,29,7,13
1,50,11,21
4,67,28,60
4,42,12,32
4,72,15,55
1,43,7,16
4,41,13,24
4,57,19,39
4,59,9,14
4,40,8,24
4,30,8,28
3,53,17,30
4,40,19,18
4,34,6,18
4,94,20,92
1,97,14,85
4,23,6,14
4,33,10,13
2,21,25,36
4,54,9,27
2,78,23,50
4,22,4,14
1,63,14,45
4,22,4,19
4,40,3,2
2,57,15,22
4,49,8,20
4,30,12,15
4,49,19,35
4,35,8,18
4,54,19,37
2,45,9,16
4,61,11,48
2,111,16,27
4,37,11,16
4,27,9,36
4,33,1,37
3,41,8,16
4,42,15,28
3,48,13,33
2,80,14,42
4,87,29,42
1,72,14,64
4,61,15,30
4,64,21,19
2,92,45,13
4,47,14,28
4,39,8,17
3,58,19,42
2,47,10,39
4,44,18,34
2,52,16,21
3,83,25,44
3,104,18,86
3,64,23,49
4,40,12,21
4,68,17,58
4,100,21,47
1,117,34,67
4,40,18,35
4,43,14,30
4,65,17,40
4,36,26,37
4,120,31,55
4,67,25,22
2,32,12,9
4,32,12,23
4,41,6,10
4,52,5,9
4,46,18,31
4,79,19,63
4,37,14,26
4,46,11,41
4,46,8,27
4,45,10,25
4,41,11,22
3,117,51,45
2,27,8,25
4,129,24,74
4,38,14,22
4,60,10,25
4,34,9,16
4,31,5,15
4,66,18,41
4,121,10,17
4,82,17,40
3,52,10,26
4,60,15,40
4,42,12,66
1,56,8,19
3,52,21,36
4,53,10,29
1,62,16,38
4,36,13,19
4,55,19,28
4,44,14,7
1,33,8,21
2,48,13,26
4,39,25,28
1,58,19,33
4,62,28,66
4,86,26,63
4,51,13,47
4,53,14,34
4,26,7,12
4,27,9,15
4,51,12,22
3,28,6,12
4,30,8,18
4,30,4,8
4,56,8,18
4,37,7,12
4,74,20,39
3,73,19,30
4,30,12,16
4,106,36,61
3,39,12,25
